STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
KS,TENT               ,8340004823963,1,2513.14," $2,513.14 ",17/11/2011
MI,TENT               ,8340004823963,1, 2513.14 ," $2,513.14 ",26/04/2012
OR,TENT               ,8340004823963,1, 2513.14 ," $2,513.14 ",02/08/2012
AL,TENT               ,8340014598172,1, 2507.11 ," $2,507.11 ",24/04/2012
IL,TENT               ,8340001347512,1, 2407.00 ," $2,407.00 ",23/05/2012
ME,TENT               ,8340001347512,1, 2407.00 ," $2,407.00 ",23/05/2012
AL,TENT               ,8340004702341,1, 2300.22 ," $2,300.22 ",01/06/2012
AL,TENT               ,8340004702341,1, 2300.22 ," $2,300.22 ",19/07/2012
AL,TENT               ,8340004702341,1, 2300.22 ," $2,300.22 ",26/07/2012
AL,TENT               ,8340002855596,1, 2288.30 ," $2,288.30 ",10/08/2012
TX,TENT               ,8340002855596,1, 2288.30 ," $2,288.30 ",17/02/2012
GA,TENT               ,8340004702341,1,2198.84," $2,198.84 ",31/10/2011
GA,TENT               ,8340013590084,1, 1985.49 ," $1,985.49 ",04/05/2012
AZ,TENT               ,8340013590084,1,1897.98," $1,897.98 ",26/10/2011
KY,TENT               ,8340001347512,1,1813.00," $1,813.00 ",04/10/2011
GA,TENT               ,8340004702335,1, 1808.26 ," $1,808.26 ",01/08/2012
OH,TENT               ,8340004702335,1, 1808.26 ," $1,808.26 ",29/03/2012
TN,TENT               ,8340004702335,1, 1808.26 ," $1,808.26 ",05/04/2012
WA,TENT               ,8340004702335,1, 1808.26 ," $1,808.26 ",05/07/2012
GA,TENT               ,8340014082882,1, 1521.00 ," $1,521.00 ",01/08/2012
AL,TENT               ,8340014069299,1, 1473.03 ," $1,473.03 ",17/03/2012
TX,TENT               ,8340015093622,3, 471.98 ," $1,415.94 ",10/01/2012
DE,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",23/01/2012
DE,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",23/01/2012
NY,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",24/01/2012
OH,TENT               ,8340007823425,1,1323.59," $1,323.59 ",15/11/2011
TX,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",06/01/2012
TX,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",10/01/2012
TX,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",10/01/2012
TX,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",22/03/2012
TX,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",26/04/2012
TX,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",21/05/2012
WI,TENT               ,8340007823425,1, 1323.59 ," $1,323.59 ",18/05/2012
TX,TENT               ,8340007536570,1, 967.01 , $967.01 ,17/02/2012
AL,TENT               ,8340015400855,6, 154.61 , $927.66 ,25/02/2012
AL,TENT,834000TENTARP,4, 5018.00 ," $20,072.00 ",30/01/2012
GA,TENT,8340DSTENTSRP,2, 5018.00 ," $10,036.00 ",14/02/2012
TN,TENT,8340DSTENTSRP,2, 5018.00 ," $10,036.00 ",14/02/2012
GA,TENT,8340DSTENTSRP,1, 5018.00 ," $5,018.00 ",14/02/2012
SC,TENT,8340004702335,1,1791.26," $1,791.26 ",26/10/2011
WA,TENT,8340013604427,3, 277.20 , $831.60 ,12/06/2012
AL,TENT,8340014623687,9, 42.40 , $381.60 ,30/01/2012
TN,"TENSIOMETER,DIAL IN",6635005301128,1, 615.84 , $615.84 ,21/06/2012
GA,TENNANT SWEEPER,382500SWEEPER,1, 75761.00 ," $75,761.00 ",27/05/2012
TN,TENNANT ES 480 FLOOR SCRUBBE,359000SCRUBBE,1,100.00, $100.00 ,09/11/2011
TX,TEMPRATURE CALIBRATOR  ELECTR,521000TEMPCAL,1, 1238.06 ," $1,238.06 ",17/02/2012
TN,TEMP PRESS HUMID MEASURE,6625DSMETER01,1, 2320.00 ," $2,320.00 ",03/07/2012
AZ,TELOS SHIP CONTAINER,8145DSSHIPCON,4, 400.00 ," $1,600.00 ",26/06/2012
AZ,TELOS SHIP CONTAINER,8145DSSHIPCON,2, 400.00 , $800.00 ,13/06/2012
TN,TELEVISON,7730DSTELEVI3,2,6000.00," $12,000.00 ",13/10/2011
CO,TELEVISON,7730DSTELEVI3,1,6000.00," $6,000.00 ",06/10/2011
DE,TELEVISIONS COLOR,7730DSTELEVIO,1, 560.52 , $560.52 ,16/08/2012
TX,TELEVISIONS,773000TELEVIS,2,2888.00," $5,776.00 ",13/10/2011
WV,TELEVISIONS,7730DSTELEVI3,4,250.00," $1,000.00 ",24/12/2011
GA,TELEVISION WESTINGHOUSE 32H59,773000TELVISI,1, 899.99 , $899.99 ,18/05/2012
CA,TELEVISION TOSHIBA 51 HDTV,7730DSTELEVI3,1,1508.13," $1,508.13 ",26/10/2011
CO,TELEVISION SET,7730015963445,1,1418.88," $1,418.88 ",14/12/2011
NM,TELEVISION SET,7730010189888,1,192.16, $192.16 ,08/12/2011
IN,TELEVISION RECEIVER HOME TYPE,773001C032727,1, 697.00 , $697.00 ,17/05/2012
GA,TELEVISION RECEIVER 32 TV SON,773001C011943,3, 761.42 ," $2,284.26 ",29/03/2012
GA,TELEVISION RECEIVER 32 TV SON,773001C011943,2, 761.42 ," $1,522.84 ",22/03/2012
AL,TELEVISION MOUNT,703500ADPSUPP,3, 45.00 , $135.00 ,25/01/2012
CO,TELEVISION MITSUBISH,7730DSTELEV13,1,1000.00," $1,000.00 ",17/11/2011
GA,TELEVISION LCD,773001C086409,2, 500.00 ," $1,000.00 ",29/06/2012
GA,TELEVISION LCD,773001C086409,1, 500.00 , $500.00 ,02/07/2012
OH,TELEVISION LARGE SCREEN,773001C065420,1, 1445.56 ," $1,445.56 ",23/01/2012
GA,TELEVISION LARGE SCREEN,773001C140205,1, 1279.00 ," $1,279.00 ",22/03/2012
GA,TELEVISION 65,7730DSTELEVI3,1, 5447.44 ," $5,447.44 ",19/07/2012
DE,TELEVISION 50 IN,7730DSTELEV13,2,500.00," $1,000.00 ",01/12/2011
CA,TELEVISION 50 IN,7730DSTELEVI3,1, 200.00 , $200.00 ,02/07/2012
AL,TELEVISION 32 IN,773000TELEVIS,1,829.96, $829.96 ,17/10/2011
AL,TELEVISION 32 IN,773000TELEVIS,1,829.96, $829.96 ,27/10/2011
CO,TELEVISION,7730DSTELEVI3,1, 2650.00 ," $2,650.00 ",29/05/2012
KY,TELEVISION,773000TELEVIS,1,1500.00," $1,500.00 ",25/10/2011
PR,TELEVISION,7730DSTELEVI3,2, 680.33 ," $1,360.66 ",25/04/2012
CO,TELEVISION,7730DSTVRADIO,1,1232.00," $1,232.00 ",17/11/2011
WV,TELEVISION,7730DSTELEVI3,4,300.00," $1,200.00 ",24/12/2011
AL,TELEVISION,7730TELEVISIO,1,799.00, $799.00 ,27/10/2011
TX,TELEVISION,773000TELEVIS,2, 380.00 , $760.00 ,10/04/2012
OR,TELEVISION,773001Q166009,1, 730.43 , $730.43 ,01/08/2012
TX,TELEVISION,773001TELEVIS,1,500.00, $500.00 ,07/11/2011
DE,TELEVISION,7730DSTELEV13,4,100.00, $400.00 ,08/12/2011
OR,TELEVISION,7730DSTELEVI3,1, 318.00 , $318.00 ,01/08/2012
CO,TELEVISION,7730DSTELEVI3,2, 150.00 , $300.00 ,12/03/2012
WV,TELEVISION,7730TELEVISIO,1,300.00, $300.00 ,14/11/2011
AL,TELEVISION,77300TELEVISI,1, 200.00 , $200.00 ,23/06/2012
GA,TELEVISION,77300TELEVISI,1, 200.00 , $200.00 ,29/06/2012
AL,TELEVISION,773000TELEVIS,1,100.00, $100.00 ,02/12/2011
SC,TELESCOPIC TRANSIT SQUARE,5220MEASUR,1,500.00, $500.00 ,01/12/2011
CA,"TELESCOPE,STRAIGHT ",6650011645501,10,2366.91," $23,669.10 ",21/12/2011
WI,"TELESCOPE,STRAIGHT ",6650011645501,3,2366.91," $7,100.73 ",21/12/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,12,442.00," $5,304.00 ",05/10/2011
WI,"TELESCOPE,STRAIGHT ",6650011645501,2, 2366.91 ," $4,733.82 ",16/03/2012
WI,"TELESCOPE,STRAIGHT ",6650011645501,2, 2366.91 ," $4,733.82 ",16/03/2012
MO,"TELESCOPE,STRAIGHT ",1240014116350,3, 826.00 ," $2,478.00 ",08/01/2013
WI,"TELESCOPE,STRAIGHT ",6650011645501,1, 2366.91 ," $2,366.91 ",08/03/2012
WI,"TELESCOPE,STRAIGHT ",6650011645501,1, 2366.91 ," $2,366.91 ",08/03/2012
AZ,"TELESCOPE,STRAIGHT ",1240013862771,1, 2136.00 ," $2,136.00 ",19/12/2012
NC,"TELESCOPE,STRAIGHT ",6650005300960,4,442.00," $1,768.00 ",05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,4,442.00," $1,768.00 ",05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,4,442.00," $1,768.00 ",05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,4,442.00," $1,768.00 ",05/10/2011
MO,"TELESCOPE,STRAIGHT ",1240014116350,2, 826.00 ," $1,652.00 ",07/12/2012
MO,"TELESCOPE,STRAIGHT ",1240014116350,2, 826.00 ," $1,652.00 ",04/01/2013
NC,"TELESCOPE,STRAIGHT ",1240014116350,2,826.00," $1,652.00 ",05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,2,442.00, $884.00 ,05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,2,442.00, $884.00 ,05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,2,442.00, $884.00 ,05/10/2011
OR,"TELESCOPE,STRAIGHT ",1240014116350,1, 826.00 , $826.00 ,10/01/2012
TX,"TELESCOPE,STRAIGHT ",1240014116350,1,826.00, $826.00 ,27/12/2011
TX,"TELESCOPE,STRAIGHT ",1240014116350,1, 826.00 , $826.00 ,29/03/2012
NC,"TELESCOPE,STRAIGHT ",6650005300960,1,442.00, $442.00 ,05/10/2011
NC,"TELESCOPE,STRAIGHT ",6650005300960,1,442.00, $442.00 ,05/10/2011
TX,"TELESCOPE,STRAIGHT ",1240014116350,-10,826.00," $(8,260.00)",07/11/2011
NC,"TELESCOPE,STRAIGHT",6650005300960,2,442.00, $884.00 ,05/10/2011
NC,"TELESCOPE,STRAIGHT",6650005300960,2,442.00, $884.00 ,05/10/2011
AL,"TELESCOPE,NON-INVER",5855014242000,14, 18305.52 ," $256,277.28 ",21/01/2012
MI,TELESCOPE STRAIGHT,6650011709719,1, 100.00 , $100.00 ,07/06/2012
GA,TELESCOPE STAND,359000TELESCO,1,1.00, $1.00 ,16/11/2011
SC,TELEPROMPTER,58950000PROMP,1, 100.65 , $100.65 ,05/01/2012
TX,TELEPHONE SET      ,5805004695664,5, 487.20 ," $2,436.00 ",19/05/2012
GA,TELEPHONE SET      ,5805000204707,1, 74.78 , $74.78 ,03/05/2012
AL,TELEPHONE POLES,389500POLES,1, 20000.00 ," $20,000.00 ",02/05/2012
AL,TELEPHONE          ,5805011748870,2,69.44, $138.88 ,15/11/2011
CA,TELEPHONE          ,5805011748870,1, 69.44 , $69.44 ,02/02/2012
OH,TELEPHONE,5805015442018,2, 269.70 , $539.40 ,20/03/2012
AL,TELEPHONE,583600TELEPHO,3, 50.00 , $150.00 ,04/05/2012
CA,TELEPHONE,5805DSTELEPHO,4, 10.00 , $40.00 ,31/01/2012
ME,TELECONFERENCE SYST,5820015380065,1, 200.00 , $200.00 ,28/02/2012
WI,TELECONFERENCE SYST,5820015380065,1, 200.00 , $200.00 ,22/02/2012
DE,TELECOMMUNICATION DEVICE,580500TELECOM,1, 300.00 , $300.00 ,06/07/2012
DE,TELECOMMUNICATION DEVICE,580500TELECOM,1, 300.00 , $300.00 ,06/07/2012
DE,TELECOMMUNICATION DEVICE,580500TELECOM,1, 300.00 , $300.00 ,06/07/2012
DE,TELECOMMUNICATION DEVICE,580500TELECOM,1, 300.00 , $300.00 ,06/07/2012
DE,TELECOMMUNICATION DEVICE,580500TELECOM,1, 300.00 , $300.00 ,06/07/2012
UT,TELECAM,671000TELECAM,1, 1.00 , $1.00 ,15/08/2012
GA,"TEE,TUBE           ",4730002036558,10, 175.60 ," $1,756.00 ",22/02/2012
GA,"TEE,TUBE           ",4730002036558,10, 175.60 ," $1,756.00 ",22/02/2012
GA,"TEE,PIPE           ",4730002633734,55, 3.98 , $218.90 ,22/02/2012
GA,"TEE,PIPE           ",4730002633734,55, 3.98 , $218.90 ,22/02/2012
SD,TECHNOGYM ELLIPITICAL,7830DSELLIPTI,1, 3765.00 ," $3,765.00 ",06/07/2012
GA,TECH WIPE  COMPUTER CLEANING,751000TECWIPE,3, 24.55 , $73.65 ,16/05/2012
OH,TEC TUFF TOOL KIT,512000TOOLKIT,1, 700.00 , $700.00 ,28/07/2012
OH,TEC TUFF TOOL KIT,512000TOOLKIT,1, 700.00 , $700.00 ,26/11/2012
OH,TEA MACHINE,731001C085983,2,1000.00," $2,000.00 ",04/11/2011
DE,TASK CHAIRS  PURPLE,7110DSCHAIR02,60, 230.00 ," $13,800.00 ",16/08/2012
AL,TASER HOLDER,846500HOLDER,8, 75.00 , $600.00 ,16/04/2012
CA,"TARPAULIN,POLYVINYL",5120015880081,1, 27.69 , $27.69 ,01/08/2012
CA,TARPAULIN          ,8340015192701,389, 67.70 ," $26,335.30 ",01/08/2012
AL,TARPAULIN          ,2540012798521,6, 2098.88 ," $12,593.28 ",03/05/2012
CA,TARPAULIN          ,8340015192701,159, 67.70 ," $10,764.30 ",22/06/2012
CA,TARPAULIN          ,8340015192701,157, 67.70 ," $10,628.90 ",24/05/2012
TX,TARPAULIN          ,8340015192701,93, 67.70 ," $6,296.10 ",20/03/2012
CA,TARPAULIN          ,8340015192701,85, 67.70 ," $5,754.50 ",19/06/2012
CA,TARPAULIN          ,8340015192701,70, 67.70 ," $4,739.00 ",20/07/2012
KY,TARPAULIN          ,2540007979195,4, 746.94 ," $2,987.76 ",20/04/2012
CA,TARPAULIN          ,8340015192701,40, 67.70 ," $2,708.00 ",20/07/2012
CO,TARPAULIN          ,8340015192701,40, 67.70 ," $2,708.00 ",30/04/2012
TN,TARPAULIN          ,8340015192701,40, 67.70 ," $2,708.00 ",22/05/2012
CA,TARPAULIN          ,2540013042281,3, 824.70 ," $2,474.10 ",01/03/2012
AL,TARPAULIN          ,8340015275970,1, 2012.49 ," $2,012.49 ",21/06/2012
CA,TARPAULIN          ,8340008416456,18, 100.71 ," $1,812.78 ",29/06/2012
CO,TARPAULIN          ,8340015192701,25, 67.70 ," $1,692.50 ",30/04/2012
NC,TARPAULIN          ,8340015192701,25, 67.70 ," $1,692.50 ",09/05/2012
TN,TARPAULIN          ,8340015192701,25, 67.70 ," $1,692.50 ",08/03/2012
GU,TARPAULIN          ,8340008416455,8, 201.24 ," $1,609.92 ",15/06/2012
CA,TARPAULIN          ,8340015192701,20, 67.70 ," $1,354.00 ",17/08/2012
NC,TARPAULIN          ,8340015192701,20, 67.70 ," $1,354.00 ",29/03/2012
CA,TARPAULIN          ,8340007536438,2, 607.19 ," $1,214.38 ",05/07/2012
CA,TARPAULIN          ,8340005775838,4, 287.82 ," $1,151.28 ",06/08/2012
AL,TARPAULIN          ,2540015408624,1,1150.83," $1,150.83 ",06/11/2011
WI,TARPAULIN          ,8340015192701,13, 67.70 , $880.10 ,01/06/2012
SC,TARPAULIN          ,8340008172126,4,202.74, $810.96 ,14/12/2011
TN,TARPAULIN          ,8340008172126,4, 202.74 , $810.96 ,31/01/2012
AL,TARPAULIN          ,8340008416455,4, 201.24 , $804.96 ,06/06/2012
GU,TARPAULIN          ,8340008416455,4, 201.24 , $804.96 ,21/06/2012
CA,TARPAULIN          ,2540013580153,1,684.88, $684.88 ,17/11/2011
TN,TARPAULIN          ,8340015192701,10, 67.70 , $677.00 ,11/07/2012
TX,TARPAULIN          ,8340008416456,5, 100.71 , $503.55 ,07/06/2012
TX,TARPAULIN          ,8340008416456,5, 100.71 , $503.55 ,03/07/2012
OH,TARPAULIN          ,2540005872532,3,135.65, $406.95 ,03/11/2011
OH,TARPAULIN          ,2540005872532,3,135.65, $406.95 ,08/11/2011
CO,TARPAULIN          ,8340015192701,6, 67.70 , $406.20 ,23/04/2012
AL,TARPAULIN          ,8340008416455,2, 201.24 , $402.48 ,03/07/2012
IN,TARPAULIN          ,8340008416455,2, 201.24 , $402.48 ,20/06/2012
KY,TARPAULIN          ,8340008416455,2, 201.24 , $402.48 ,02/07/2012
MS,TARPAULIN          ,8340008416455,2, 201.24 , $402.48 ,27/06/2012
TX,TARPAULIN          ,8340008416455,2,201.24, $402.48 ,27/12/2011
SC,TARPAULIN          ,8340015192701,5,63.95, $319.75 ,13/10/2011
GA,TARPAULIN          ,8340008416456,3, 100.71 , $302.13 ,18/05/2012
AL,TARPAULIN          ,2540013613971,1, 283.90 , $283.90 ,09/02/2012
AL,TARPAULIN          ,8340015192701,4, 67.70 , $270.80 ,05/06/2012
CO,TARPAULIN          ,8340015192701,4, 67.70 , $270.80 ,23/04/2012
MI,TARPAULIN          ,2540013231348,16, 16.10 , $257.60 ,23/02/2012
TX,TARPAULIN          ,8340008172126,1, 202.74 , $202.74 ,22/02/2012
TX,TARPAULIN          ,8340008172126,1, 202.74 , $202.74 ,30/03/2012
AL,TARPAULIN          ,8340008416455,1, 201.24 , $201.24 ,20/07/2012
GA,TARPAULIN          ,8340008416455,1,201.24, $201.24 ,02/12/2011
CA,TARPAULIN          ,8340014875719,1,157.34, $157.34 ,29/12/2011
CA,TARPAULIN          ,8340008416456,1,147.64, $147.64 ,05/10/2011
AL,TARPAULIN          ,8340004853012,1, 138.05 , $138.05 ,18/07/2012
GA,TARPAULIN          ,2540005872532,1, 135.65 , $135.65 ,23/05/2012
CA,TARPAULIN          ,2540007326336,1, 81.96 , $81.96 ,22/03/2012
CA,TARPAULIN          ,2540007326336,1, 81.96 , $81.96 ,28/03/2012
MI,"TARP,COVER HVASC SU",5411015495842,3, 282.84 , $848.52 ,07/03/2012
GA,"TARP,COVER HVASC SU",5411015495842,2, 282.84 , $565.68 ,07/03/2012
TX,"TARP,COVER HVASC SU",5411015495842,2, 282.84 , $565.68 ,07/03/2012
CA,"TARP,COVER HVASC SU",5411015495842,1, 282.84 , $282.84 ,14/03/2012
MI,"TARP,COVER HVASC PO",5411015495841,10, 255.24 ," $2,552.40 ",07/03/2012
GA,"TARP,COVER HVASC PO",5411015495841,2, 255.24 , $510.48 ,09/03/2012
TX,"TARP,COVER HVASC PO",5411015495841,2, 255.24 , $510.48 ,09/03/2012
VA,"TARP,COVER HVASC PO",5411015495841,1, 255.24 , $255.24 ,07/03/2012
IN,TARGUS LAPTOP CASE SIZE 15 4,7045DSLAPCASE,6, 50.00 , $300.00 ,27/01/2012
IL,TARGUS LAPTOP CASE SIZE 15 4,7045DSLAPCASE,1, 50.00 , $50.00 ,07/02/2012
TX,TARGUS CHERRY 21 KEYPAD,7025ND017570J,10, 58.75 , $587.50 ,20/04/2012
SC,"TARGET,SILHOUETTE  ",6920012766604,50, 255.31 ," $12,765.50 ",16/05/2012
NC,"TARGET,SILHOUETTE  ",6920012766604,20, 255.31 ," $5,106.20 ",09/05/2012
SC,"TARGET,SILHOUETTE  ",6920012766604,5, 255.31 ," $1,276.55 ",24/05/2012
NC,"TARGET,SILHOUETTE  ",6920012766604,4, 255.31 ," $1,021.24 ",16/05/2012
CA,"TARGET,SILHOUETTE  ",6920009060169,20, 39.70 , $794.00 ,01/08/2012
GA,"TARGET,SILHOUETTE  ",6920012766604,3, 255.31 , $765.93 ,23/05/2012
GA,"TARGET,SILHOUETTE  ",6920012766604,2, 255.31 , $510.62 ,23/05/2012
NC,"TARGET,SILHOUETTE  ",6920012766604,2, 255.31 , $510.62 ,16/05/2012
SC,"TARGET,SILHOUETTE  ",6920012766604,2, 255.31 , $510.62 ,17/05/2012
IN,"TARGET,SILHOUETTE  ",6920006006873,2, 195.69 , $391.38 ,16/05/2012
CA,"TARGET,SILHOUETTE  ",6920006006873,1,195.69, $195.69 ,05/10/2011
CA,"TARGET,SILHOUETTE  ",6920009060169,4, 39.70 , $158.80 ,31/07/2012
CA,"TARGET,SILHOUETTE  ",6920011671391,1, 117.48 , $117.48 ,21/03/2012
SC,"TARGET,SILHOUETTE  ",6920011671398,1, 111.09 , $111.09 ,23/02/2012
CA,"TARGET,SILHOUETTE  ",6920007951806,1, 45.67 , $45.67 ,31/05/2012
GA,"TAPPING TOOL,HAND  ",5120011215019,15,19.89, $298.35 ,01/11/2011
CA,"TAPE,TEXTILE       ",8315009037160,2, 78.34 , $156.68 ,14/05/2012
OH,"TAPE,TEXTILE       ",8315002908277,10, 2.08 , $20.80 ,26/07/2012
WV,"TAPE,SOUND RECORDIN",7450010725946,40,3.75, $150.00 ,21/11/2011
AL,"TAPE,SOUND RECORDIN",5835012240406,26,1.55, $40.30 ,01/10/2011
TX,"TAPE,SHIELDING,ELEC",5999015313540,1, 71.15 , $71.15 ,10/07/2012
CA,"TAPE,REFLECTIVE    ",9390009518811,20, 59.72 ," $1,194.40 ",08/05/2012
GA,"TAPE,REFLECTIVE    ",9390009483262,7,99.61, $697.27 ,21/10/2011
GA,"TAPE,REFLECTIVE    ",9390009483262,7,99.61, $697.27 ,21/10/2011
CA,"TAPE,REFLECTIVE    ",9390009518811,10, 59.72 , $597.20 ,09/05/2012
NV,"TAPE,REFLECTIVE    ",9390009518811,10, 59.72 , $597.20 ,31/05/2012
MI,"TAPE,REFLECTIVE    ",9390004419516,4, 91.98 , $367.92 ,03/05/2012
TX,"TAPE,REFLECTIVE    ",9390004419516,4, 91.98 , $367.92 ,04/05/2012
CA,"TAPE,REFLECTIVE    ",9390009518811,6, 59.72 , $358.32 ,14/05/2012
SC,"TAPE,REFLECTIVE    ",9390013920010,3, 110.38 , $331.14 ,13/06/2012
CA,"TAPE,REFLECTIVE    ",9390013986929,2, 143.70 , $287.40 ,19/05/2012
AL,"TAPE,REFLECTIVE    ",9390009483262,3,93.42, $280.26 ,27/10/2011
CA,"TAPE,REFLECTIVE    ",9390009518811,4, 59.72 , $238.88 ,02/05/2012
CA,"TAPE,REFLECTIVE    ",9390009483262,2, 99.61 , $199.22 ,21/02/2012
NV,"TAPE,REFLECTIVE    ",9390009483262,2, 99.61 , $199.22 ,29/02/2012
CA,"TAPE,REFLECTIVE    ",9390013986929,1, 143.70 , $143.70 ,16/05/2012
TX,"TAPE,REFLECTIVE    ",9390013986929,1, 143.70 , $143.70 ,18/05/2012
TX,"TAPE,REFLECTIVE    ",9390009497559,6, 19.16 , $114.96 ,15/06/2012
IL,"TAPE,REFLECTIVE    ",9390009483262,1, 99.61 , $99.61 ,14/03/2012
AL,"TAPE,REFLECTIVE    ",9390009497588,3, 30.14 , $90.42 ,25/07/2012
VA,"TAPE,REFLECTIVE    ",9390013643736,1, 88.30 , $88.30 ,09/03/2012
KY,"TAPE,REFLECTIVE    ",9390009497559,2, 19.16 , $38.32 ,16/06/2012
VA,"TAPE,REFLECTIVE    ",9390009497559,2,19.16, $38.32 ,21/12/2011
VA,"TAPE,REFLECTIVE    ",9390009497559,2, 19.16 , $38.32 ,16/06/2012
GU,"TAPE,REFLECTIVE    ",9390009498048,1, 19.93 , $19.93 ,20/06/2012
GU,"TAPE,REFLECTIVE    ",9390009497550,1, 19.93 , $19.93 ,20/06/2012
MI,"TAPE,PROTECTIVE,PLA",9390014580677,4, 723.73 ," $2,894.92 ",14/06/2012
TX,"TAPE,PRESSURE SENSI",7510008909875,1280, 30.26 ," $38,732.80 ",05/07/2012
CA,"TAPE,PRESSURE SENSI",7510000745174,528, 30.26 ," $15,977.28 ",31/07/2012
TX,"TAPE,PRESSURE SENSI",7510008909875,274, 30.26 ," $8,291.24 ",06/06/2012
TX,"TAPE,PRESSURE SENSI",7510000744963,332, 22.38 ," $7,430.16 ",05/07/2012
TX,"TAPE,PRESSURE SENSI",7510000744963,287, 22.38 ," $6,423.06 ",06/06/2012
TX,"TAPE,PRESSURE SENSI",7510000745160,240, 22.38 ," $5,371.20 ",05/07/2012
CA,"TAPE,PRESSURE SENSI",7510000744962,250, 18.66 ," $4,665.00 ",20/06/2012
TX,"TAPE,PRESSURE SENSI",7510000744963,199, 22.38 ," $4,453.62 ",05/07/2012
CA,"TAPE,PRESSURE SENSI",7510000744962,214, 18.66 ," $3,993.24 ",31/07/2012
CA,"TAPE,PRESSURE SENSI",7510000745174,100, 30.26 ," $3,026.00 ",05/06/2012
AL,"TAPE,PRESSURE SENSI",7510000745174,100, 30.24 ," $3,024.00 ",04/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,160, 18.66 ," $2,985.60 ",11/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,120, 18.66 ," $2,239.20 ",25/04/2012
CA,"TAPE,PRESSURE SENSI",7510000744963,100, 22.38 ," $2,238.00 ",08/05/2012
CA,"TAPE,PRESSURE SENSI",7510000744963,100, 22.38 ," $2,238.00 ",05/06/2012
AL,"TAPE,PRESSURE SENSI",7510000745174,62, 30.26 ," $1,876.12 ",03/05/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,100, 18.66 ," $1,866.00 ",11/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745178,40, 46.50 ," $1,860.00 ",31/05/2012
CA,"TAPE,PRESSURE SENSI",7510000744963,80, 22.38 ," $1,790.40 ",23/05/2012
CA,"TAPE,PRESSURE SENSI",7510000744969,100, 14.80 ," $1,480.00 ",21/02/2012
CA,"TAPE,PRESSURE SENSI",7510000745174,40, 30.26 ," $1,210.40 ",31/05/2012
CA,"TAPE,PRESSURE SENSI",7510000744964,40, 30.26 ," $1,210.40 ",05/07/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,60, 18.66 ," $1,119.60 ",16/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,60, 18.66 ," $1,119.60 ",25/04/2012
CA,"TAPE,PRESSURE SENSI",7510000744963,45, 22.38 ," $1,007.10 ",15/05/2012
CA,"TAPE,PRESSURE SENSI",7510000744964,32, 30.26 , $968.32 ,19/07/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,50, 18.66 , $933.00 ,18/04/2012
CA,"TAPE,PRESSURE SENSI",7510000744978,50, 18.66 , $933.00 ,01/08/2012
CA,"TAPE,PRESSURE SENSI",7510013713238,280,3.27, $915.60 ,30/11/2011
CA,"TAPE,PRESSURE SENSI",7510000745157,48, 18.66 , $895.68 ,16/04/2012
CA,"TAPE,PRESSURE SENSI",7510000744964,25, 30.26 , $756.50 ,11/07/2012
AL,"TAPE,PRESSURE SENSI",7510000745174,25, 30.24 , $756.00 ,04/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,40, 18.66 , $746.40 ,04/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,40, 18.66 , $746.40 ,04/04/2012
CA,"TAPE,PRESSURE SENSI",7510000745157,40, 18.66 , $746.40 ,16/04/2012
SC,"TAPE,PRESSURE SENSI",7510009169659,10, 73.93 , $739.30 ,23/02/2012
CA,"TAPE,PRESSURE SENSI",7510000744963,32, 22.38 , $716.16 ,23/05/2012
CA,"TAPE,PRESSURE SENSI",7510000744963,32, 22.38 , $716.16 ,07/06/2012
MI,"TAPE,PRESSURE SENSI",7510000745178,15, 46.50 , $697.50 ,21/06/2012
CA,"TAPE,PRESSURE SENSI",7510000744964,20, 30.26 , $605.20 ,13/07/2012
KY,"TAPE,PRESSURE SENSI",7510000745174,20, 30.26 , $605.20 ,12/07/2012
